IE_XML_ID;IE_NAME;IP_PROP310;IC_GROUP0;IC_GROUP1;IC_GROUP2
720;Повторная консультация маммолога (в течение 1 мес.), врач группы 2;900;Консультации маммолога, онколога;Маммология;
721;Консультация маммолога по результатам анализов;500;Консультации маммолога, онколога;Маммология;
722;Пункционная биопсия молочной железы (стоимость цитологического исследования оплачивается отдельно);1200;Консультации маммолога, онколога;Маммология;
723;УЗИ-контроль при проведении пункционной биопсии молочной железы;600;Консультации маммолога, онколога;Маммология;
724;Забор материала на цитологическое исследование (отпечаток);200;Консультации маммолога, онколога;Маммология;
725;Радиоволновая терапия на молочных железах: удаление образований кожи (1 шт.);350;Консультации маммолога, онколога;Маммология;
726;Радиоволновая терапия на молочных железах: удаление образований кожи (осложненных) (1 шт.);700;Консультации маммолога, онколога;Маммология;
727;Радиоволновая терапия на молочных железах: удаление мелких элементов (1 шт.);250;Консультации маммолога, онколога;Маммология;
728;Радиоволновая терапия на молочных железах: удаление мелких элементов за 1 см2;1100;Консультации маммолога, онколога;Маммология;
729;"Местная анестезия препаратом ""Ультракаин""";450;Консультации маммолога, онколога;Маммология;
730;Первичная консультация онколога;1200;Консультации маммолога, онколога;Онкология;
731;Повторная консультация онколога (в течение 1 месяца);900;Консультации маммолога, онколога;Онкология;
732;Тотальная биопсия новообразований кожи и мягких тканей, слизистой, за 1 кв.см;1200;Консультации маммолога, онколога;Онкология;
733;Коагуляция новообразований кожи лица, тела, 1 шт.;350;Консультации маммолога, онколога;Онкология;
734;Коагуляция подошвенной части бородавки, 1 шт.;750;Консультации маммолога, онколога;Онкология;
735;Наложение узлового шва;650;Консультации маммолога, онколога;Онкология;
736;Наложение косметического шва;850;Консультации маммолога, онколога;Онкология;
737;Снятие швов;350;Консультации маммолога, онколога;Онкология;
738;Перевязка (1 процедура);600;Консультации маммолога, онколога;Онкология;
739;Пункционная биопсия образований мягких тканей (стоимость цитологического исследования оплачивается отдельно);1200;Консультации маммолога, онколога;Онкология;
740;УЗИ-контроль при проведении пункционной биопсии мягких тканей;600;Консультации маммолога, онколога;Онкология;
741;Первичная консультация терапевта, врач группы 1;1300;Консультации терапевта;Терапия;
742;Первичная консультация терапевта, врач группы 2;1200;Консультации терапевта;Терапия;
743;Повторная консультация терапевта (в течение 1 месяца), врач группы 1;1000;Консультации терапевта;Терапия;
744;Повторная консультация терапевта (в течение 1 месяца), врач группы 2;900;Консультации терапевта;Терапия;
745;Консультация по результатам анализов;500;Консультации терапевта;Терапия;
746;Консультация врача терапевта/эндокринолога в программе наблюдения беременности;1500;Консультации терапевта;Терапия;
747;Суточное мониторирование артериального давления СМАД (1 сутки);1500;Консультации терапевта;Терапия;
748;Суточное мониторирование ЭКГ по Холтеру, до 24 часов (в филиале на Зорге);1800;Консультации терапевта;Терапия;
749;Первичная консультация эндокринолога, врач группы 1;1300;Консультации эндокринолога;Эндокринология;
750;Первичная консультация эндокринолога, врач группы 2;1200;Консультации эндокринолога;Эндокринология;
751;Повторная консультация эндокринолога (в течение 1 месяца), врач группы 1;1000;Консультации эндокринолога;Эндокринология;
752;Повторная консультация эндокринолога (в течение 1 месяца), врач группы 2;900;Консультации эндокринолога;Эндокринология;
753;Консультация эндокринолога по результатам анализов;500;Консультации эндокринолога;Эндокринология;
754;Пункционная биопсия щитовидной железы под контролем УЗИ (стоимость гистологического исследования определяется отдельно в зависимости от количества необходимых исследований);1200;Консультации эндокринолога;Эндокринология;
755;УЗИ-контроль при проведении пункционной биопсии щитовидной железы;600;Консультации эндокринолога;Эндокринология;
756;Первичная консультация проктолога;1300;Проктология;Проктология;
757;Повторная консультация проктолога (в теч.1 года);1000;Проктология;Проктология;
758;Консультация проктолога по результатам анализов;500;Проктология;Проктология;
759;Ректороманоскопия диагностическая;1000;Проктология;Проктология;
760;Ректороманоскопия лечебная;1200;Проктология;Проктология;
761;Аноскопия;500;Проктология;Проктология;
762;Удаление фиброзно-анального полипа;3800;Проктология;Проктология;
763;Бужирование анального отверстия;400;Проктология;Проктология;
764;Бужирование колостомы;500;Проктология;Проктология;
765;Удаление каловых камней;1000;Проктология;Проктология;
766;Постановка лечебной микроклизмы;400;Проктология;Проктология;
767;Зондирование свища;200;Проктология;Проктология;
768;Уход за колостомой;250;Проктология;Проктология;
769;Тромбоэктомия из наружного геморроидального узла;3200;Проктология;Проктология;
770;Блокада перианальной области;1000;Проктология;Проктология;
771;Аппликационная анестезия при проктологических манипуляциях;350;Проктология;Проктология;
772;Проктологическая перевязка 1-й категории сложности;250;Проктология;Проктология;
773;Проктологическая перевязка 2-й категории сложности;500;Проктология;Проктология;
774;Удаление папиллом перианальной области (без учета анестезии);900;Проктология;Проктология;
775;Иссечение гипертрофированной перианальной бахромки;4000;Проктология;Проктология;
776;Вскрытие подкожного парапроктита;3800;Проктология;Проктология;
777;Иссечение интерсфинктерного свища;7000;Проктология;Проктология;
778;Иссечение эпителиального копчикового хода с марсупализацией;10000;Проктология;Проктология;
779;Иссечение наружного геморроидального узла;4500;Проктология;Проктология;
780;Иссечение внутреннего геморроидального узла;6200;Проктология;Проктология;
781;Латексное лигирование внутреннего геморроидального узла, 1 ед.;3000;Проктология;Проктология;
782;Латексное лигирование внутреннего геморроидального узла, 2 ед.;5700;Проктология;Проктология;
783;Латексное лигирование внутреннего геморроидального узла, 3 ед.;8000;Проктология;Проктология;
784;Иссечение хронической анальной трещины (без учета стоимости анестезии);7000;Проктология;Проктология;
785;Иссечение хронической анальной трещины со сфинктеротомией (без учета стоимости анестезии);9800;Проктология;Проктология;
786;Тромбоэктомия из внутренних геморроидальных узлов (без учета стоимости анестезии);2200;Проктология;Проктология;
787;Биполярная коагуляция сосудистых ножек внутри геморроидальных узлов (без учета стоимости анестезии);6000;Проктология;Проктология;
788;Электрокоагуляция остроконечных кондилом и папиллом перианальной кожи - 1 зона;1000;Проктология;Проктология;
789;Электрокоагуляция кондилом, папиллом анального канала - 1 зона;1900;Проктология;Проктология;
790;Иссечение полипа анального канала (без учета стоимости местной анестезии);3800;Проктология;Проктология;
791;Шовное лигирование сосудистых ножек одного внутреннего геморроидального узла (без учета стоимости местной анестезии);1500;Проктология;Проктология;
792;Удаление инородного тела прямой кишки (I категория сложности);900;Проктология;Проктология;
793;Удаление инородного тела прямой кишки (II категория сложности);1600;Проктология;Проктология;
794;Иссечение свища прямой кишки I cтепень сложности (без учета стоимости местной анестезии);7500;Проктология;Проктология;
795;Геморроидэктомия I степнь сложности (без учета стоимости местной анестезии);6500;Проктология;Проктология;
796;Геморроидэктомия II степнь сложности (без учета стоимости местной анестезии);11000;Проктология;Проктология;
797;"Удаление остроконечных кондилом и папиллом перианальной области с помощью аппарат ""Сургидрон"" - 1 зона";1500;Проктология;Проктология;
798;"Удаление остроконечных кондилом и папиллом анального канала с помощью аппарат ""Сургидрон"" - 1 зона";2200;Проктология;Проктология;
799;Вскрытие пилонедальной кисты (эпителиально-копчикового хода) (без учета стоимости местной анестезии);1900;Проктология;Проктология;
800;Первичная консультация уролога, врач группы 1;1300;Урология, андрология;Урология, андрология;
801;Первичная консультация уролога, врач группы 2;1200;Урология, андрология;Урология, андрология;
802;Повторная консультация уролога (в течение 1 месяца), врач группы 1;1000;Урология, андрология;Урология, андрология;
803;Повторная консультация уролога (в течение 1 месяца), врач группы 2;900;Урология, андрология;Урология, андрология;
804;Консультация уролога с урофлоуметрией (в филиале на Кирова);1800;Урология, андрология;Урология, андрология;
805;Консультация по результатам анализов;500;Урология, андрология;Урология, андрология;
806;Урофлоуметрия (по направлению лечащего врача, в филиале на Кирова);800;Урология, андрология;Урология, андрология;
809;Биопсия простаты под контролем УЗИ (при этом стоимость гистологического анализа определяется отдельно в зависимости от количества необходимых исследований);5500;Урология, андрология;Урология, андрология;
810;"Программа ""Здоровье мужчины 18+""";7700;Урология, андрология;Урология, андрология;
811;"Программа ""Здоровье мужчины 40+, онкориски""";10250;Урология, андрология;Урология, андрология;
812;Массаж простаты (1 процедура);600;Урология, андрология;Урология, андрология;
813;Радиоволновая терапия в урологии: удаление образований кожи (1 шт.);350;Урология, андрология;Урология, андрология;
814;Радиоволновая терапия в урологии: удаление образований кожи (осложненная, за 1 шт.);700;Урология, андрология;Урология, андрология;
815;"Радиоволновая терапия в урологии: удаление ""мелких элементов"" (за 1 шт.)";250;Урология, андрология;Урология, андрология;
816;"Радиоволновая терапия в урологии: удаление ""мелких элементов"" (за 1 кв.см.)";1100;Урология, андрология;Урология, андрология;
817;Забор материала на цитологическое исследование (пункция);350;Урология, андрология;Урология, андрология;
818;"Местная анестезия препаратом ""Ультракаин""";450;Урология, андрология;Урология, андрология;
819;Безоперационная интимная пластика для мужчин (включая стоимость имплантанта внутридермального Replari (1 амп);11500;Урология, андрология;Урология, андрология;
820;Безоперационная интимная пластика для мужчин (включая стоимость имплантанта внутридермального Replari (2 амп);16700;Урология, андрология;Урология, андрология;
821;Ультразвуковое исследование органов брюшной полости;1000;Ультразвуковые исследования;Ультразвуковые исследования;
822;Ультразвуковое исследование почек, мочевого пузыря;900;Ультразвуковые исследования;Ультразвуковые исследования;
823;Ультразвуковое исследование мочевого пузыря;350;Ультразвуковые исследования;Ультразвуковые исследования;
824;Определение объема остаточной мочи в мочевом пузыре;200;Ультразвуковые исследования;Ультразвуковые исследования;
825;Ультразвуковое исследование органов брюшной полости и почек;1650;Ультразвуковые исследования;Ультразвуковые исследования;
826;Ультразвуковое исследование органов брюшной полости на наличие свободной жидкости;500;Ультразвуковые исследования;Ультразвуковые исследования;
827;Ультразвуковое исследование аорты брюшной полости, подвздошной аорты, бедренной артерии;1100;Ультразвуковые исследования;Ультразвуковые исследования;
828;Ультразвуковое исследование регионарных лимфатических узлов;400;Ультразвуковые исследования;Ультразвуковые исследования;
829;Ультразвуковое исследование щитовидной железы, регионарных лимфатических узлов;1000;Ультразвуковые исследования;Ультразвуковые исследования;
830;Ультразвуковое исследование щитовидной железы и допплерографическая оценка сосудов щитовидной железы;1000;Ультразвуковые исследования;Ультразвуковые исследования;
831;Ультразвуковое исследование молочных желез;1200;Ультразвуковые исследования;Ультразвуковые исследования;
832;Ультразвуковое исследование молочных желез с эластографией выявленных образований;1300;Ультразвуковые исследования;Ультразвуковые исследования;
833;Ультразвуковое исследование органов малого таза (ТРУЗИ) у мужчин;1200;Ультразвуковые исследования;Ультразвуковые исследования;
834;Ультразвуковое исследование мошонки;800;Ультразвуковые исследования;Ультразвуковые исследования;
835;Допплерографическая оценка венозного кровотока органов мошонки и аортомезентериальных сосудов;800;Ультразвуковые исследования;Ультразвуковые исследования;
836;Ультразвуковое исследование сосудов шеи экстракраниальное;1200;Ультразвуковые исследования;Ультразвуковые исследования;
837;Применение допплерографических методик выявленных объемных образований;400;Ультразвуковые исследования;Ультразвуковые исследования;
838;Допплерометрическое исследование нижних конечностей (1 конечность);850;Ультразвуковые исследования;Ультразвуковые исследования;
839;Ультразвуковое исследование мягких тканей, стенки брюшной полости;400;Ультразвуковые исследования;Ультразвуковые исследования;
840;Ультразвуковое исследование сустава (1 сустав);800;Ультразвуковые исследования;Ультразвуковые исследования;
841;Ультразвуковое исследование плевральных полостей легких;300;Ультразвуковые исследования;Ультразвуковые исследования;
842;Ультразвуковой контроль менструального цикла (1исследование);600;Ультразвуковые исследования;Ультразвуковые исследования;
843;Трансабдоминальное ультразвуковое исследование органов малого таза, врач УЗД группы 1;1080;Ультразвуковые исследования;Ультразвуковые исследования;
844;Трансабдоминальное ультразвуковое исследование органов малого таза, врач УЗД группы 2;900;Ультразвуковые исследования;Ультразвуковые исследования;
845;Трансабдоминальное/трансвагинальное/трансректальное ультразвуковое обследование органов малого таза, врач УЗД группы 1;1300;Ультразвуковые исследования;Ультразвуковые исследования;
846;Трансабдоминальное/трансвагинальное/трансректальное ультразвуковое обследование органов малого таза, врач УЗД группы 2;1100;Ультразвуковые исследования;Ультразвуковые исследования;
847;Ультразвуковое гинекологическое исследование и оценка состояния органов малого таза в режиме 3D, врач УД группы 1;1450;Ультразвуковые исследования;Ультразвуковые исследования;
848;Ультразвуковое гинекологическое исследование и оценка состояния органов малого таза в режиме 3D, врач УЗД группы 2;1200;Ультразвуковые исследования;Ультразвуковые исследования;
851;Ультразвуковое акушерское исследование при сроке свыше 14 недель беременности 2D, врач УЗД группы 1;1960;Ультразвуковые исследования;Ультразвуковые исследования;
852;Ультразвуковое акушерское исследование при сроке свыше 14 недель беременности 2D, врач УЗД группы 2;1800;Ультразвуковые исследования;Ультразвуковые исследования;
855;Ультразвуковое акушерское исследование при сроке свыше 14 недель многоплодной беременности 2D (двойня), врач группы 1;2740;Ультразвуковые исследования;Ультразвуковые исследования;
856;Ультразвуковое акушерское исследование при сроке свыше 14 недель многоплодной беременности 2D (двойня), врач группы 2;2400;Ультразвуковые исследования;Ультразвуковые исследования;
859;Ультразвуковое акушерское исследование при сроке свыше 14 недель многоплодной беременности 2D (тройня), врач УЗД группы 1;3100;Ультразвуковые исследования;Ультразвуковые исследования;
860;Ультразвуковое акушерское исследование при сроке свыше 14 недель многоплодной беременности 2D (тройня), врач УЗД группы 2;2630;Ультразвуковые исследования;Ультразвуковые исследования;
861;Ультразвуковое акушерское исследование с применением допплерографии - фетометрия без оценки анатомии плода, врач УЗД группы 1;2200;Ультразвуковые исследования;Ультразвуковые исследования;
862;Ультразвуковое акушерское исследование с применением допплерографии - фетометрия без оценки анатомии плода, врач УЗД группы 2;1860;Ультразвуковые исследования;Ультразвуковые исследования;
863;Допплерометрическое исследование сосудов матки и плода при одноплодной беременности (в стандартном режиме 2D), врач УЗД группы 1;1250;Ультразвуковые исследования;Ультразвуковые исследования;
864;Допплерометрическое исследование сосудов матки и плода при одноплодной беременности (в стандартном режиме 2D), врач УЗД группы 2;1100;Ультразвуковые исследования;Ультразвуковые исследования;
865;Допплерометрическое исследование сосудов матки и плода при многоплодной беременности (двойня, в стандартном режиме 2D), врач УЗД группы 1;1700;Ультразвуковые исследования;Ультразвуковые исследования;
866;Допплерометрическое исследование сосудов матки и плода при многоплодной беременности (двойня, в стандартном режиме 2D), врач УЗД группы 2;1450;Ультразвуковые исследования;Ультразвуковые исследования;
867;Допплерометрическое исследование сосудов матки и плода при многоплодной беременности (тройня, в стандартном режиме 2D), врач УЗД группы 1;2100;Ультразвуковые исследования;Ультразвуковые исследования;
868;Допплерометрическое исследование сосудов матки и плода при многоплодной беременности (тройня, в стандартном режиме 2D), врач УЗД группы 2;1800;Ультразвуковые исследования;Ультразвуковые исследования;
869;Допплерометрическое исследование сосудов органов малого таза (вне беременности), врач УЗД группы 1;1200;Ультразвуковые исследования;Ультразвуковые исследования;
870;Допплерометрическое исследование сосудов органов малого таза (вне беременности), врач УЗД группы 2;1100;Ультразвуковые исследования;Ультразвуковые исследования;
871;Ультразвуковое исследование сосудов органов малого таза (вне беременности) с доплерометрической оценкой сосудов, врач УЗД группы 1;1800;Ультразвуковые исследования;Ультразвуковые исследования;
872;Ультразвуковое исследование сосудов органов малого таза (вне беременности) с доплерометрической оценкой сосудов, врач УЗД группы 2;1600;Ультразвуковые исследования;Ультразвуковые исследования;
23144;Ультразвуковой скрининг первого триместра при многоплодной беременности-тройня (на сроке 12-14 недель), врач группы 2;2600;Ультразвуковые исследования;Ультразвуковые исследования;
23143;Ультразвуковой скрининг первого триместра при многоплодной беременности-тройня (на сроке 12-14 недель), врач группы 1;3100;Ультразвуковые исследования;Ультразвуковые исследования;
875;Ультразвуковое акушерское исследование при сроке свыше 14 недель беременности 3D/4D с записью на электронный носитель и черно-белый снимок плода в подарок, врач УЗД группы 1;2500;Ультразвуковые исследования;Ультразвуковые исследования;
876;Ультразвуковое акушерское исследование при сроке свыше 14 недель беременности 3D/4D c записью на электронный носитель и черно-белый снимок плода в подарок, врач УЗД группы 2;2100;Ультразвуковые исследования;Ультразвуковые исследования;
23141;Ультразвуковой скрининг первого триместра при многоплодной беременности-двойня (на сроке 12-14 недель), врач группы 1;2100;Ультразвуковые исследования;Ультразвуковые исследования;
23142;Ультразвуковой скрининг первого триместра при многоплодной беременности-двойня (на сроке 12-14 недель), врач группы 2;1800;Ультразвуковые исследования;Ультразвуковые исследования;
23139;Ультразвуковой скрининг первого триместра при одноплодной беременности (на сроке 12-14 недель), врач группы 1;1650;Ультразвуковые исследования;Ультразвуковые исследования;
23140;Ультразвуковой скрининг первого триместра при одноплодной беременности (на сроке 12-14 недель), врач группы 2;1400;Ультразвуковые исследования;Ультразвуковые исследования;
879;Ультразвуковое акушерское исследование при сроке свыше 14 недель многоплодной беременности 3D/4D с записью на электронный носитель и черно-белый снимок плодов в подарок;3700;Ультразвуковые исследования;Ультразвуковые исследования;
880;Ультразвуковое акушерское исследование при сроке свыше 14 недель многоплодной беременности 3D/4D c записью на электронный носитель и черно-белый снимок плодов в подарок, врач УЗД группы 2;3100;Ультразвуковые исследования;Ультразвуковые исследования;
881;Ультразвуковое акушерское исследование с применением допплерографии - фетометрия без оценки анатомии плодов при многоплодной беременности (двойня), врач УЗд группы 1;2800;Ультразвуковые исследования;Ультразвуковые исследования;
882;Ультразвуковое акушерское исследование с применением допплерографии - фетометрия без оценки анатомии плодов при многоплодной беременности (двойня), врач УЗд группы 2;2300;Ультразвуковые исследования;Ультразвуковые исследования;
883;Ультразвуковое акушерское исследование с применением допплерографии - фетометрия без оценки анатомии плодов при многоплодной беременности (тройня), врач УЗД группы 1;3500;Ультразвуковые исследования;Ультразвуковые исследования;
884;Ультразвуковое акушерское исследование с применением допплерографии - фетометрия без оценки анатомии плодов при многоплодной беременности (тройня), врач УЗД группы 2;2900;Ультразвуковые исследования;Ультразвуковые исследования;
885;Функциональная оценка состояния шейки матки во время беременности, врач УЗД группы 1;450;Ультразвуковые исследования;Ультразвуковые исследования;
886;Функциональная оценка состояния шейки матки во время беременности, врач УЗД группы 2;350;Ультразвуковые исследования;Ультразвуковые исследования;
887;Ультразвуковой мониторинг сердцебиения плода, состояния шейки матки/рубца на матке, врач УЗД группы 1;700;Ультразвуковые исследования;Ультразвуковые исследования;
888;Ультразвуковой мониторинг сердцебиения плода, состояния шейки матки/рубца на матке, врач УЗД группы 2;600;Ультразвуковые исследования;Ультразвуковые исследования;
889;Ультразвуковое исследование органов брюшной полости у детей ( с рождения);900;Ультразвуковые исследования;Ультразвуковые исследования;
890;Ультразвуковое исследование почек, мочевого пузыря у детей (с рождения);800;Ультразвуковые исследования;Ультразвуковые исследования;
891;Ультразвуковое исследование органов брюшной полости и почек у детей (с рождения);1300;Ультразвуковые исследования;Ультразвуковые исследования;
892;Ультразвуковое исследование щитовидной железы, регионарных лимфатических узлов у детей ( с рождения);700;Ультразвуковые исследования;Ультразвуковые исследования;
893;Ультразвуковое исследование щитовидной железы и допплерографическая оценка сосудов щитовидной железы у детей (с рождения);800;Ультразвуковые исследования;Ультразвуковые исследования;
894;Ультразвуковое исследование регионарных лимфатических узлов у детей (с рождения);500;Ультразвуковые исследования;Ультразвуковые исследования;
895;Ультразвуковое исследование сосудов шеи экстракраниальное у детей с 10 лет;1100;Ультразвуковые исследования;Ультразвуковые исследования;
896;Нейросонография (до 1 года);1000;Ультразвуковые исследования;Ультразвуковые исследования;
897;Запись на диск изображения в формате 2D (при всех видах УЗИ по беременности);300;Ультразвуковые исследования;Ультразвуковые исследования;
898;Запись на диск изображения в формате 3D (при всех видах УЗИ);500;Ультразвуковые исследования;Ультразвуковые исследования;
899;Эхокардиография (ЭХОкг);1500;Функциональная диагностика;Функциональная диагностика;
900;Проведение электрокардиографии (ЭКГ) с расшифровкой;500;Функциональная диагностика;Функциональная диагностика;
901;Проведение электрокардиографии (ЭКГ) с физической нагрузкой (приседания) и расшифровкой;800;Функциональная диагностика;Функциональная диагностика;
902;Суточное мониторирование ЭКГ по Холтеру до 24 часов;1800;Функциональная диагностика;Функциональная диагностика;
903;Суточное мониторирование артериального давления СМАД (1 сутки);1500;Функциональная диагностика;Функциональная диагностика;
904;Первичная консультация гастроэнтеролога;1300;Консультации гастроэнтеролога;Гастроэнтерология;
905;Повторная консультация гастроэнтеролога (в течение 1 месяца);1000;Консультации гастроэнтеролога;Гастроэнтерология;
24043;Повторная консультация генетика (в течение 1 месяца);1000;Консультации генетика ;Генетика;
906;Консультация гастроэнтеролога по результатам анализов;500;Консультации гастроэнтеролога;Гастроэнтерология;
907;Фиброгастроскопия (ФГС) в филиале на Кирова;1500;Консультации гастроэнтеролога;Гастроэнтерология;
908;Эндоскопическая биопсионная полипэктомия (при проведении ФГС);1000;Консультации гастроэнтеролога;Гастроэнтерология;
909;Биопсия при проведении ФГС;400;Консультации гастроэнтеролога;Гастроэнтерология;
910;Экспресс анализ определения кислотности;300;Консультации гастроэнтеролога;Гастроэнтерология;
911;Экспресс анализ определения хеликобактер;400;Консультации гастроэнтеролога;Гастроэнтерология;
919;Первичная консультация невролога ;1300;Консультации невролога;Неврология;
920;Повторная консультация невролога (в течение 1 месяца);1000;Консультации невролога;Неврология;
24042;Первичная консультация генетика;1300;Консультации генетика ;Генетика;
23004;Консультация репродуктолога с использованием средств видео-связи;400;Отделение вспомогательных репродуктивных технологий;Консультации специалистов;
23005;Внутриматочная инсеменация;9000;Отделение вспомогательных репродуктивных технологий;Внутриматочная инсеменация;
23006;Сперма донора (1 порция);10000;Отделение вспомогательных репродуктивных технологий;Внутриматочная инсеменация;
23007;Трансвагинальная пункция фолликулов;20750;Отделение вспомогательных репродуктивных технологий;Экстракорпоральное оплодотворение;
23008;ИКСИ (микроинъекция сперматозоида в яйцеклетку)  до 3 яйцеклеток;18000;Отделение вспомогательных репродуктивных технологий;Экстракорпоральное оплодотворение;
